"All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI"
3089505,"AGC226789",6362,148,17,1,"hgm2011","ALFA",6362,162,156,148,17,4.5,1.5,5.3,1,4.7
3089522,"AGC726248",12792,312,19,1,"hgm2011","ALFA",12792,338,321,312,19,2.9,2.13,5.7,1,3.1
3089631,"AGC321336",12738,158,19,1,"hgm2011","ALFA",12738,177,167,158,19,3,1.22,5.7,1,3.4
3090485,"AGC205127",7801,98,18,1,"hgm2011","ALFA",7801,109,103,98,18,3.8,1.48,5.5,1,4.5
3090620,"AGC215254",14048,88,19,1,"hgm2011","ALFA",14048,101,94,88,19,2.7,0.99,5.7,1,3.4
3090623,"AGC215272",10043,225,17,1,"hgm2011","ALFA",10043,245,234,225,17,5.6,2.95,5.5,1,6.1
3090638,"AGC224902",2652,119,19,1,"ghk2007","ALFA",2652,130,126,119,19,2.6,0.74,5.2,1,2.8
3090657,"AGC257910",13329,167,17,1,"hgm2011","ALFA",13329,186,175,167,17,5,2.7,5.7,1,7.2
3090726,"AGC203001",5593,106,15,1,"hgm2011","ALFA",5593,117,112,106,15,7.6,2.12,5.3,1,8.3
3090733,"AGC205213",10008,316,19,1,"hgm2011","ALFA",10008,339,325,316,19,2,1.68,5.5,1,2.4
3090748,"AGC215320",10305,221,18,1,"hgm2011","ALFA",10305,241,230,221,18,4.4,1.88,5.5,1,4
3090812,"AGC102024",5259,93,13,1,"hgm2011","ALFA",5259,103,99,93,13,9.6,2.28,5.3,1,10.1
3090819,"AGC113080",13382,169,18,1,"hgm2011","ALFA",13382,188,177,169,18,4.1,1.99,5.7,1,5.2
3090855,"AGC213518",14083,175,18,1,"hgm2011","ALFA",14083,195,183,175,18,4,1.64,5.7,1,4.1
3090865,"AGC232492",,,,,"ghk2007","ALFA",7604,265,256,,80,1.6,0.62,5.3,1,1.3
3090869,"AGC232596",,,,,"ghk2007","ALFA",7351,159,153,,80,1.9,0.67,5.3,1,2.1
3090971,"AGC190502",8600,231,18,1,"shg2005","AOlf",8600,251,240,231,18,4.1,2.57,8.7,1,5.2
3090990,"AGC213295",11952,297,19,1,"hgm2011","ALFA",11952,321,306,297,19,2.5,1.44,5.5,1,2.2
3091114,"AGC191999",5846,287,19,1,"hgm2011","ALFA",5846,304,296,287,19,2.5,1.78,5.3,1,2.9
3091441,"AGC213072",9279,53,17,1,"hgm2011","ALFA",9279,60,55,53,17,5,0.95,5.5,1,5.3
3091453,"AGC734993",13842,392,19,1,"hgm2011","ALFA",13842,422,401,392,19,2.3,2.49,5.7,1,3.1
3091590,"AGC192525",10751,245,19,1,"hgm2011","ALFA",10751,266,254,245,19,3.1,1.79,5.5,1,3.5
3091616,"AGC243884",4546,131,18,1,"hgm2011","ALFA",4546,144,139,131,18,4.4,1.93,5.3,1,5
3091709,"AGC181756",9417,545,19,1,"hgm2011","ALFA",9417,574,554,545,19,3.2,4.99,5.5,1,4
3091844,"AGC225078",1317,57,17,1,"hgm2011","ALFA",1317,63,60,57,17,5.3,1.09,5.2,1,7.2
3091991,"AGC204204",7722,324,19,1,"hgm2011","ALFA",7722,344,333,324,19,2.8,2.38,5.5,1,3.4
3092003,"AGC232228",7105,133,16,1,"hgm2011","ALFA",7105,147,141,133,16,6,2.43,5.3,1,6.5
3092153,"AGC192947",5974,107,17,1,"hgm2011","ALFA",5974,118,113,107,17,4.6,1.25,5.3,1,5.3
3094722,"AGC260436",13627,115,16,1,"shg2005","AOlf",13627,132,122,115,16,7,1.09,9,1,3.1
3094741,"PG3094741",,,,,"tmc2006","Nanc",6442,211,201,,60,3.1,1.38,11,1,2.7
3094742,"PG3094742",2033,37,19,1,"tmc2006","Nanc",2033,45,39,37,19,2.9,0.69,10.7,1,6.9
3094743,"PG3094743",,,,,"tmc2006","Nanc",6680,380,366,,60,2.1,2.2,11,1,2.2
3094744,"PG3094744",,,,,"tmc2006","Nanc",6071,249,233,,25,2.9,1.26,11,2,2.2
3094745,"PG3094745",5114,108,20,1,"tmc2006","Nanc",5114,128,115,108,20,3.9,1.77,10.9,2,5.1
3094746,"PG3094746",,,,,"tmc2006","Nanc",5489,131,123,,24,1.8,1.09,10.9,1,2.3
3094747,"PG3094747",5488,151,19,1,"tmc2006","Nanc",5488,168,160,151,19,2.8,1.46,10.9,1,5.1
3094748,"PG3094748",,,,,"tmc2006","Nanc",6363,269,258,,80,2.9,1.63,11,1,2.7
3094749,"PG3094749",,,,,"tmc2006","Nanc",3226,271,263,,100,3.5,3.79,10.8,1,5.6
3095730,"P3095730",9927,258,18,1,"ctf2009","AOG",9927,282,267,258,18,3.6,1.7,1.4,8,2.5
3096786,"AGC717937",6082,228,16,1,"hgm2011","ALFA",6082,244,236,228,16,6.6,3.5,5.3,1,7.2
3097081,"PG3097081",8765,454,17,1,"archi12","GBT",8765,480,463,454,17,4.5,4.36,3.3,2,4.4
3097087,"PG3097087",9361,524,17,1,"archi12","GBT",9361,556,533,524,17,5.7,3.71,3.3,4,3.3
3097116,"PG3097116",457,39,18,1,"ksk2004","PAKS",457,48,41,39,18,4.2,6.27,13.2,1,40.6
3097177,"PG3097177",1380,104,17,1,"ksk2004","PAKS",1380,118,111,104,17,5.4,64.4,13.3,1,234.5
3097185,"PG3097185",2232,156,17,1,"ksk2004","PAKS",2232,172,164,156,17,4.6,20.57,13.4,1,50.3
3097195,"PG3097195",1583,182,18,1,"ksk2004","PAKS",1583,198,190,182,18,3.9,21.71,13.3,1,53.9
3097196,"PG3097196",1531,135,13,1,"ksk2004","PAKS",1531,150,143,135,13,11.3,23.81,13.3,1,63.5
3097221,"PG3097221",9157,522,17,1,"archi12","GBT",9157,551,531,522,17,4.7,4.22,3.3,2,3.7
3097224,"PG3097224",,,,,"archi12","GBT",4559,202,186,,30,5.1,1.23,3.2,8,2.5
3097702,"PG3097702",1040,70,13,1,"ksk2004","PAKS",1040,81,74,70,13,12.8,11.89,13.3,1,20.2
3098035,"AGC120625",7227,124,19,1,"shg2005","AOlf",7227,139,131,124,19,2.7,0.61,8.6,1,2.1
3098036,"AGC121028",7283,203,19,1,"shg2005","AOlf",7283,221,211,203,19,2.9,1.02,8.6,1,2.4
3098045,"AGC121404",13271,326,20,1,"shg2005","AOG",13271,362,335,326,20,2.1,0.7,5.7,4,1
3098052,"AGC121403",13534,412,17,1,"shg2005","AOG",13534,446,421,412,17,4.5,2.2,5.7,2,2.5
3098210,"AGC200680",,,,,"shg2005","AOlf",9688,289,271,,25,2.1,0.38,8.8,2,0.6
3098423,"AGC331414",,,,,"shg2005","AOlf",6276,333,309,,25,6.3,3.58,8.5,4,4.9
3098518,"AGC215233",6709,192,18,1,"hgm2011","ALFA",6709,208,201,192,18,4.2,2.06,5.3,1,5
3098529,"AGC226024",,,,,"ghk2007","ALFA",5197,157,152,,100,2.4,0.78,5.3,1,2.5
3098573,"P3098573",2276,118,20,1,"ctf2009","GBT",2276,128,125,118,20,4.7,3.32,1,4,11.4
3099125,"AGC140141",9998,178,19,1,"shg2005","AOlf",9998,197,186,178,19,2.4,1.37,8.7,1,3.5
3105721,"AGC520334",4937,623,19,1,"shg2005","GB300",4937,648,632,623,19,3.1,6.32,5.7,2,4.7
3125953,"AGC242586",7392,151,19,1,"hgm2011","ALFA",7392,166,159,151,19,3.2,1.32,5.3,1,4
3126169,"AGC242440",5261,31,8,1,"hgm2011","ALFA",5261,36,33,31,8,24.9,3.15,5.3,1,32.7
3126250,"AGC242203",8023,78,17,1,"hgm2011","ALFA",8023,88,83,78,17,4.6,1.02,5.5,1,5.7
3127569,"AGC102126",,,,,"hgm2011","ALFA",16188,325,305,,21,1.9,2.14,5.7,1,3.2
3127679,"AGC102063",9471,238,18,1,"hgm2011","ALFA",9471,258,247,238,18,4.3,2.42,5.5,1,4.7
3127979,"AGC112648",9169,163,19,1,"hgm2011","ALFA",9169,180,172,163,19,2.3,1.96,5.5,1,4.7
3128241,"AGC112578",4356,138,18,1,"hgm2011","ALFA",4356,151,146,138,18,3.8,1.21,5.3,1,4.1
3144042,"PG3144042",,,,,"ksk2004","PAKS",1317,233,225,,80,8.1,29.32,13.3,1,49.3
3166413,"P3166413",,,,,"ctf2009","AOG",4611,591,579,,100,11.7,7.91,1.3,4,6.6
3166440,"VV0000081",1745,281,13,1,"ksk2004","PAKS",1745,298,290,281,13,12.8,37.53,13.3,1,54.4
3166491,"AGC410119",6000,410,16,1,"shg2005","GB300",6000,433,419,410,16,6.8,11.82,11.4,1,13
3166525,"ES113-054",2220,48,16,1,"ksk2004","PAKS",2220,58,51,48,16,6.8,8.12,13.4,1,40.3
3166779,"P3166779",,,,,"ctf2009","GBT",6305,339,330,,100,6.4,7.09,1.1,4,10.1
3166783,"AGC130208",,,,,"shg2005","AOlf",8537,448,431,,25,2.6,1.37,8.7,1,1.6
3167097,"P3167097",,,,,"ctf2009","GBT",4072,174,167,,100,4.7,3.58,2.1,4,5
3167236,"P3167236",5983,443,9,1,"ctf2009","GBT",5983,465,452,443,9,15.1,13.32,2.1,4,14.1
3167251,"P3167251",12278,321,12,1,"ctf2009","GBT",12278,362,330,321,12,10.8,4.35,1.1,32,6
3167640,"P3167640",9410,364,17,1,"ctf2009","GBT",9410,392,373,364,17,7.1,2.29,1.1,12,2.9
3167647,"P3167647",,,,,"ctf2009","GBT",9994,406,391,,40,3.9,3.17,1.1,4,3.8
3167709,"P3167709",6787,445,8,1,"ctf2009","GBT",6787,469,454,445,8,25,13.03,2.2,4,13.4
3167849,"P3167849",,,,,"ctf2009","GBT",1850,129,126,,100,22.2,23.8,1,4,77.5
3167868,"P3167868",5685,164,8,1,"ctf2009","AOG",5685,178,172,164,8,45.8,10.14,1.3,4,26.7
3168078,"P3168078",,,,,"ctf2009","GBT",2880,85,82,,100,26.5,7.05,1.1,4,17.3
3168271,"UGC11634",5579,432,16,1,"shg2005","AOlf",5579,454,441,432,16,6.9,6.73,8.6,1,7.1
3168623,"P3168623",5158,369,8,1,"ctf2009","GBT",5158,389,378,369,8,41.6,25.54,2.1,4,31.6
3272073,"PG3272073",1484,34,13,1,"ksk2004","PAKS",1484,43,36,34,13,10.2,8.25,13.3,1,69.6
3297889,"P3297889",2768,141,8,1,"ctf2009","GBT",2768,155,149,141,8,23.1,4.1,2.1,4,13.1
3338911,"AGC112742",12861,113,18,1,"hgm2011","ALFA",12861,128,120,113,18,3.7,1.47,5.7,1,5.3
3339132,"AGC112993",11108,143,18,1,"hgm2011","ALFA",11108,160,152,143,18,3.6,1.46,5.5,1,4.2
3357656,"AGC205394",11868,449,18,1,"hgm2011","ALFA",11868,479,458,449,18,3.5,3.72,5.5,1,3.7
3358562,"AGC204437",16185,66,17,1,"hgm2011","ALFA",16185,77,70,66,17,5.1,0.98,5.7,1,5.8
3358851,"AGC214159",9942,194,19,1,"hgm2011","ALFA",9942,212,202,194,19,3.2,1.82,5.5,1,4.4
3359810,"AGC204185",5801,190,17,1,"hgm2011","ALFA",5801,205,198,190,17,5.4,2.64,5.3,1,6.5
3376145,"AGC333169",16906,249,19,1,"hgm2011","ALFA",16906,276,258,249,19,2.4,2.16,5.7,1,3.5
3377112,"AGC332890",8279,111,18,1,"hgm2011","ALFA",8279,124,118,111,18,,1.91,5.5,1,7.4
3391789,"AGC214267",12124,74,18,1,"hgm2011","ALFA",12124,84,78,74,18,4.4,0.97,5.5,1,4.4
3394018,"AGC225262",14420,150,18,1,"hgm2011","ALFA",14420,169,158,150,18,3.3,1.25,5.7,1,3.7
3395903,"AGC232887",7626,148,18,1,"hgm2011","ALFA",7626,163,156,148,18,3.5,1.48,5.5,1,4.6
3396140,"AGC232896",6398,50,17,1,"hgm2011","ALFA",6398,57,53,50,17,5.7,1.09,5.3,1,8
3397566,"AGC171676",7295,197,18,1,"hgm2011","ALFA",7295,214,206,197,18,3.3,1.68,5.3,1,3.8
3403566,"P3403566",7479,268,18,1,"ctf2009","GBT",7479,293,277,268,18,3.9,1.18,2.2,8,2.1
3412105,"AGC260883",8867,63,8,1,"shg2005","AOlf",8867,73,67,63,8,19.6,2.12,8.8,1,11.9
3440665,"AGC100764",12117,129,20,1,"shg2005","AOlf",12117,147,137,129,20,1.9,0.44,8.8,1,1.6
3450034,"AGC182042",8259,206,15,1,"hgm2011","ALFA",8259,224,215,206,15,,3.09,5.5,1,7
3450700,"AGC182165",8289,150,18,1,"hgm2011","ALFA",8289,165,158,150,18,3.6,1.51,5.5,1,4.5
3460270,"AGC191869",1735,157,12,1,"hgm2011","ALFA",1735,169,165,157,12,11.1,4.77,5.2,1,13.8
3460689,"AGC192040",14254,215,15,1,"hgm2011","ALFA",14254,238,224,215,15,8,5.67,5.7,1,11.2
3460719,"AGC190511",5342,160,19,1,"shg2005","AOlf",5342,176,169,160,19,2,0.67,8.5,1,1.9
3460946,"AGC192756",8937,147,17,1,"hgm2011","ALFA",8937,163,156,147,17,4.8,1.5,5.5,1,4.2
3461651,"AGC192644",9141,248,18,1,"hgm2011","ALFA",9141,268,257,248,18,4,1.96,5.5,1,3.6
3462925,"AGC203628",12039,259,18,1,"hgm2011","ALFA",12039,282,268,259,18,3.3,2.34,5.5,1,4.1
3463598,"AGC202196",8062,154,18,1,"hgm2011","ALFA",8062,170,163,154,18,4,1.52,5.5,1,4.2
3464400,"AGC203170",11852,93,18,1,"hgm2011","ALFA",11852,105,98,93,18,4.2,1.13,5.5,1,5.1
3466489,"AGC203709",639,33,16,1,"hgm2011","ALFA",639,38,35,33,16,6.6,1.09,5.2,1,11.7
3466837,"AGC203522",10881,198,18,1,"hgm2011","ALFA",10881,217,207,198,18,3.9,2.8,5.5,1,5.2
3470081,"AGC212987",9221,103,17,1,"hgm2011","ALFA",9221,115,109,103,17,4.7,1.36,5.5,1,5.8
3470715,"AGC213772",13374,316,19,1,"hgm2011","ALFA",13374,342,325,316,19,2.5,2.23,5.7,1,3.3
3472525,"AGC213092",5886,213,18,1,"hgm2011","ALFA",5886,229,222,213,18,3.7,1.54,5.3,1,3.3
3473721,"AGC213025",12724,113,18,1,"hgm2011","ALFA",12724,128,120,113,18,3.3,1.17,5.7,1,4.4
3474005,"AGC213106",,,,,"kgh2008","ALFA",7896,259,250,,80,1.4,0.86,5.5,1,1.4
3474572,"AGC213034",10350,103,18,1,"hgm2011","ALFA",10350,116,109,103,18,3.8,1.08,5.5,1,4.6
3476164,"AGC224911",12201,192,19,1,"hgm2011","ALFA",12201,212,201,192,19,2.7,1.37,5.5,1,2.9
3476363,"AGC224996",10297,299,19,1,"hgm2011","ALFA",10297,321,308,299,19,3.2,2.34,5.5,1,3.7
3477084,"AGC224249",1990,80,18,1,"kgh2008","ALFA",1990,88,85,80,18,3.3,0.84,5.2,1,4.1
3478048,"AGC224531",14074,113,17,1,"hgm2011","ALFA",14074,128,119,113,17,4.9,1.19,5.7,1,4.6
3479036,"AGC224371",,,,,"kgh2008","ALFA",8135,229,220,,33,1.4,0.89,5.5,1,2
3479282,"AGC224382",,,,,"kgh2008","ALFA",8251,229,220,,38,1.3,0.73,5.5,1,1.8
3495293,"AGC255333",9864,296,18,1,"hgm2011","ALFA",9864,318,305,296,18,3.7,2.76,5.5,1,4.3
3505758,"AGC172218",12713,200,19,1,"hgm2011","ALFA",12713,221,209,200,19,3,1.71,5.7,1,3.5
3530253,"AGC192137",1623,116,12,1,"hgm2011","ALFA",1623,126,123,116,12,11.7,3.49,5.2,1,13.6
3530704,"AGC192001",5789,89,17,1,"hgm2011","ALFA",5789,99,94,89,17,4.9,1.24,5.3,1,6.1
3531407,"AGC192149",6652,121,19,1,"hgm2011","ALFA",6652,134,128,121,19,2.7,0.99,5.3,1,3
3531408,"AGC192025",5547,95,16,1,"hgm2011","ALFA",5547,105,100,95,16,6.4,1.51,5.3,1,6.8
3531475,"AGC192152",6826,57,15,1,"hgm2011","ALFA",6826,64,60,57,15,7.3,1.24,5.3,1,8
3531717,"AGC192223",12714,274,18,1,"hgm2011","ALFA",12714,298,283,274,18,3.3,1.73,5.7,1,3
3532094,"AGC192054",10253,197,17,1,"hgm2011","ALFA",10253,216,206,197,17,4.8,1.8,5.5,1,4.1
3537941,"AGC202417",9819,147,17,1,"hgm2011","ALFA",9819,163,155,147,17,5,1.77,5.5,1,5.5
3538213,"AGC202251",6262,241,19,1,"hgm2011","ALFA",6262,258,250,241,19,2.4,1.36,5.3,1,2.6
3543432,"AGC213449",8535,174,18,1,"hgm2011","ALFA",8535,191,183,174,18,,1.78,5.5,1,4.7
3543660,"AGC213312",3228,99,17,1,"hgm2011","ALFA",3228,109,105,99,17,5.6,2.14,5.3,1,7
3545711,"AGC213339",,,,,"kgh2008","ALFA",2926,162,158,,80,2.3,0.65,5.2,1,2.1
3545863,"AGC213342",,,,,"kgh2008","ALFA",8030,101,96,,80,3,0.75,5.5,1,3
3548178,"AGC224598",,,,,"ghk2007","ALFA",8858,131,124,,100,1.6,0.56,5.5,1,2.1
3548559,"AGC224603",,,,,"kgh2008","ALFA",9033,210,201,,25,1.8,1.63,5.5,1,3.3
3548818,"AGC224700",,,,,"ghk2007","ALFA",7093,353,342,,80,1.5,0.74,5.3,1,1.5
3551733,"AGC224872",,,,,"ghk2007","ALFA",6410,285,276,,80,1.1,0.71,5.3,1,1.2
3551745,"AGC224891",,,,,"ghk2007","ALFA",7595,174,167,,80,2.4,0.77,5.3,1,2.2
3551927,"AGC224897",,,,,"ghk2007","ALFA",6451,178,172,,80,1.6,0.61,5.3,1,1.8
3552730,"AGC232241",,,,,"ghk2007","ALFA",6704,282,273,,80,1.6,0.49,5.3,1,1.2
3553260,"AGC232248",,,,,"ghk2007","ALFA",8190,215,207,,100,1.8,0.93,5.5,1,2
3553353,"AGC232463",10840,180,18,1,"hgm2011","ALFA",10840,198,188,180,18,3.6,1.68,5.5,1,4.1
3553673,"AGC232276",,,,,"kgh2008","ALFA",8618,187,179,,50,3.8,2.06,5.5,1,6.3
3553827,"AGC232466",,,,,"ghk2007","ALFA",8657,376,363,,80,1.1,0.73,5.5,1,1
3553841,"AGC232335",,,,,"kgh2008","ALFA",9050,187,179,,100,3.5,1.45,5.5,1,3.9
3553946,"AGC232473",,,,,"ghk2007","ALFA",7722,215,207,,80,1.3,0.71,5.5,1,1.8
3554039,"AGC232258",6847,48,19,1,"ghk2007","ALFA",6847,54,50,48,19,3.1,0.42,5.3,1,3.8
3554047,"AGC232576",,,,,"ghk2007","ALFA",7734,97,92,,100,1.7,0.36,5.5,1,1.9
3554063,"AGC232342",9351,92,19,1,"kgh2008","ALFA",9351,104,98,92,19,2.4,0.5,5.5,1,2.4
3554298,"AGC232478",,,,,"ghk2007","ALFA",7743,372,360,,80,1.5,1.2,5.5,1,1.4
3554815,"AGC232584",,,,,"ghk2007","ALFA",8538,173,165,,80,2.4,0.84,5.5,1,2.5
3555118,"AGC232486",,,,,"ghk2007","ALFA",7446,348,334,,25,1.8,1.32,5.3,2,2
3555566,"AGC232369",,,,,"kgh2008","ALFA",6916,240,232,,32,1.5,0.95,5.3,1,1.6
3555926,"AGC232507",,,,,"kgh2008","ALFA",7043,266,257,,100,1.4,0.96,5.3,1,1.8
3555956,"AGC232392",,,,,"kgh2008","ALFA",7155,213,205,,100,3.4,1.44,5.3,1,3.4
3558557,"AGC242319",5248,151,17,1,"hgm2011","ALFA",5248,165,160,151,17,4.7,1.91,5.3,1,5.5
3558725,"AGC242357",5152,150,17,1,"hgm2011","ALFA",5152,164,159,150,17,4.6,1.58,5.3,1,4.8
3558968,"AGC242329",6905,158,18,1,"hgm2011","ALFA",6905,173,166,158,18,3.7,1.9,5.3,1,4.8
3568614,"AGC252877",12182,391,19,1,"hgm2011","ALFA",12182,419,400,391,19,2.3,2.44,5.5,1,2.8
3610286,"AGC114036",10207,281,18,1,"hgm2011","ALFA",10207,303,290,281,18,3.7,2.28,5.5,1,3.7
3610428,"AGC111622",,,,,"shg2005","AOG",13954,223,210,,25,1.5,0.56,5.7,1,1.2
3613184,"AGC748813",9112,262,18,1,"hgm2011","ALFA",9112,282,271,262,18,4.1,2.75,5.5,1,4.5
3628256,"AGC111241",7847,248,20,1,"shg2005","AOG",7847,266,257,248,20,4,0.96,5.3,1,1.7
3637026,"AGC123145",10673,388,19,1,"hgm2011","ALFA",10673,414,397,388,19,2.1,2.04,5.5,1,2.5
3640534,"AGC121427",9759,459,20,1,"shg2005","AOG",9759,489,468,459,20,2.9,1.02,5.5,2,1
3640762,"AGC123036",5020,227,19,1,"hgm2011","ALFA",5020,243,236,227,19,3.1,1.8,5.3,1,3.7
3643096,"AGC123049",5537,109,15,1,"hgm2011","ALFA",5537,120,115,109,15,7.2,3.14,5.3,1,9.3
3643883,"AGC120494",7673,207,13,1,"hgm2011","ALFA",7673,224,216,207,13,10.2,7.43,5.5,1,16.2
3645743,"AGC748896",8006,254,18,1,"hgm2011","ALFA",8006,273,263,254,18,,2.36,5.5,1,4.4
3646521,"AGC748903",9848,285,19,1,"hgm2011","ALFA",9848,306,294,285,19,2.4,2.06,5.5,1,2.9
3648634,"AGC123178",6382,137,16,1,"hgm2011","ALFA",6382,151,145,137,16,6.1,2.13,5.3,1,6.3
3648804,"AGC121035",13473,299,18,1,"shg2005","AOG",13473,325,308,299,18,3.4,1.73,5.6,1,2.6
3649267,"AGC122908",10132,186,18,1,"hgm2011","ALFA",10132,204,195,186,18,3.5,1.64,5.5,1,4
3723606,"AGC171559",,,,,"hgm2011","ALFA",2266,137,126,,50,4.7,3.02,5.2,4,9.1
3732460,"AGC188777",9028,157,17,1,"hgm2011","ALFA",9028,173,165,157,17,5.6,1.85,5.5,1,5.4
3737072,"AGC194187",5979,289,18,1,"hgm2011","ALFA",5979,307,298,289,18,4.4,3.29,5.3,1,5.1
3745743,"AGC193904",7629,111,15,1,"hgm2011","ALFA",7629,124,118,111,15,7.6,2.6,5.5,1,7.3
3746735,"AGC193914",8073,236,18,1,"hgm2011","ALFA",8073,254,245,236,18,,1.68,5.5,1,3.1
3747639,"AGC193922",7253,214,19,1,"hgm2011","ALFA",7253,231,223,214,19,2.9,1.63,5.3,1,3.6
3749930,"AGC207022",5413,182,19,1,"hgm2011","ALFA",5413,197,191,182,19,3.2,1.33,5.3,1,3.3
3750714,"AGC721890",6321,278,15,1,"hgm2011","ALFA",6321,296,287,278,15,7.8,5.1,5.3,1,8.3
3760750,"AGC739997",7642,235,19,1,"hgm2011","ALFA",7642,253,244,235,19,2.7,1.57,5.5,1,2.7
3765098,"AGC215258",13467,415,19,1,"hgm2011","ALFA",13467,446,424,415,19,2.6,1.86,5.7,1,2.1
3765456,"PG3765456",,,,,"ctm2010","GBT",2372,129,106,,50,4.7,0.82,1.6,28,2.2
3772584,"AGC749210",15053,102,19,1,"hgm2011","ALFA",15053,117,109,102,19,2.4,0.97,5.7,1,3.4
3772852,"AGC731756",9997,122,19,1,"hgm2011","ALFA",9997,136,129,122,19,3.1,1.43,5.5,1,4
3773912,"AGC723788",14744,468,19,1,"hgm2011","ALFA",14744,503,477,468,19,2.2,2.57,5.7,1,2.6
3779023,"AGC724197",10121,245,19,1,"hgm2011","ALFA",10121,265,254,245,19,2.5,1.43,5.5,1,2.7
3801311,"AGC233608",10728,222,19,1,"hgm2011","ALFA",10728,242,231,222,19,2.8,1.83,5.5,1,3.4
3802627,"AGC233609",,,,,"ghk2007","ALFA",8175,690,669,,100,1.6,2.44,5.5,1,1.8
3812857,"AGC725763",14509,246,19,1,"hgm2011","ALFA",14509,270,255,246,19,3.2,1.87,5.7,1,3.4
3820982,"AGC713876",8236,103,16,1,"hgm2011","ALFA",8236,115,109,103,16,,1,5.5,1,4.3
3821584,"AGC249254",7309,259,19,1,"hgm2011","ALFA",7309,277,268,259,19,2.7,1.75,5.3,1,3.2
3828646,"AGC714128",9791,284,19,1,"hgm2011","ALFA",9791,305,293,284,19,2.9,1.9,5.5,1,3.2
3829021,"AGC240471",16206,453,19,1,"shg2005","AOlf",16206,497,462,453,19,2.3,2.12,9.2,2,2.1
3834782,"AGC246214",,,,,"hgm2011","ALFA",14989,379,358,,32,1.5,2.35,5.7,1,3
3843701,"AGC714825",9137,262,19,1,"hgm2011","ALFA",9137,282,271,262,19,2.6,1.81,5.5,1,3.2
3843721,"AGC733659",9465,148,18,1,"hgm2011","ALFA",9465,164,156,148,18,3.3,1.22,5.5,1,3.6
3847293,"AGC257912",13159,160,19,1,"hgm2011","ALFA",13159,179,169,160,19,2.9,1.59,5.7,1,3.4
3849210,"AGC727169",10505,182,18,1,"hgm2011","ALFA",10505,200,190,182,18,3.6,2.05,5.5,1,4.5
3850707,"AGC257929",1772,80,14,1,"hgm2011","ALFA",1772,88,85,80,14,9.2,2.11,5.2,1,11.5
3856962,"AGC257964",10139,249,18,1,"hgm2011","ALFA",10139,270,258,249,18,3.6,2.83,5.5,1,5.2
3857738,"AGC262828",14901,269,19,1,"hgm2011","ALFA",14901,295,278,269,19,2.9,2.19,5.7,1,3.6
3859893,"AGC267967",10962,264,19,1,"hgm2011","ALFA",10962,286,273,264,19,3.1,1.96,5.5,1,3.4
3860272,"AGC263334",9851,311,16,1,"hgm2011","ALFA",9851,333,320,311,16,6.9,4.05,5.5,1,5.9
3861960,"AGC262406",3300,131,17,1,"hgm2011","ALFA",3300,143,139,131,17,4.5,1.92,5.3,1,5.3
3862805,"AGC267990",10081,128,18,1,"hgm2011","ALFA",10081,143,136,128,18,3.9,1.4,5.5,1,4.7
3862874,"AGC267991",8840,218,17,1,"hgm2011","ALFA",8840,236,226,218,17,4.6,2.92,5.5,1,5.7
3863050,"AGC260389",10033,219,19,1,"hgm2011","ALFA",10033,238,228,219,19,2.7,2.79,5.5,1,5.5
3868080,"PG3868080",7994,483,17,1,"archi12","GBT",7994,509,492,483,17,5.2,6.59,3.3,2,6.1
3920915,"2MASJ2017",4470,327,19,1,"HSM2013","PAKS",4470,343,336,327,19,2.1,3.25,1.7,2,4.7
3951695,"AGC748657",13194,273,19,1,"hgm2011","ALFA",13194,297,282,273,19,3.2,2.72,5.7,1,4.4
3961580,"AGC321328",12318,308,19,1,"hgm2011","ALFA",12318,333,317,308,19,3,2.48,5.5,1,3.7
3968431,"AGC320349",,,,,"shg2005","AOlf",7776,209,199,,25,4,1.59,8.7,1,3.6
3970122,"AGC321340",13381,276,19,1,"hgm2011","ALFA",13381,301,285,276,19,2.8,2.05,5.7,1,3.4
3975733,"AGC332431",7386,198,18,1,"hgm2011","ALFA",7386,215,207,198,18,3.7,1.86,5.3,1,4.4
3979935,"AGC332029",15038,320,19,1,"shg2005","AOG",15038,349,329,320,19,2.1,1.24,5.7,1,1.8
3982612,"AGC333391",5494,240,17,1,"hgm2011","ALFA",5494,256,249,240,17,5.6,3.38,5.3,1,6.5
3983813,"AGC333397",5245,178,14,1,"hgm2011","ALFA",5245,193,187,178,14,9.1,4.65,5.3,1,10.6
3985243,"AGC333550",6988,221,19,1,"hgm2011","ALFA",6988,238,230,221,19,2.6,1.41,5.3,1,3
3985609,"AGC333551",7060,98,18,1,"hgm2011","ALFA",7060,109,104,98,18,3.7,0.87,5.3,1,3.9
3985625,"AGC333552",6292,134,12,1,"hgm2011","ALFA",6292,148,142,134,12,11,3.89,5.3,1,12.8
3990981,"AGC332080",16741,452,20,1,"shg2005","AOG",16741,499,461,452,20,3,1.33,5.7,4,1.3
3994638,"HJ1430-54",3020,107,16,1,"ksk2004","PAKS",3020,122,114,107,16,6,10.35,13.5,1,41.3
3994639,"2MFGC6116",2889,284,8,1,"archi12","GBT",2889,299,293,284,8,20.2,22.94,3.2,2,35.8
